index	count	name
0.0	0.0	Narf
1.0	0.0	Fap
2.0	0.0	1-Sep
3.0	0.0	Slc5a5
4.0	0.0	Fasl
5.0	0.0	B9d1
6.0	0.0	Itgb7
7.0	0.0	Tcea3
8.0	1.0	Hoxc8
9.0	0.0	Spa17
10.0	1.0	Taco1
11.0	2.0	Rhoc
12.0	1.0	Scin
13.0	0.0	Gnmt
14.0	1.0	Top3a
15.0	0.0	Cacnb3
16.0	0.0	Ccdc65
17.0	1.0	Itpkc
18.0	0.0	Lin7b
19.0	1.0	Il12b
20.0	0.0	Utp20
21.0	0.0	Nkg7
22.0	1.0	Dtx2
23.0	0.0	Hspb1
24.0	0.0	Cd44
25.0	2.0	Slc2a9
26.0	0.0	Ripk4
27.0	0.0	Prlr
28.0	1.0	Il27ra
29.0	1.0	Insr
30.0	0.0	Kit
31.0	2.0	Kctd20
32.0	0.0	Rcn1
33.0	1.0	Mettl1
34.0	1.0	Mrpl49
35.0	0.0	Dennd2c
36.0	1.0	0610009B22Rik
37.0	2.0	Ift22
38.0	0.0	Fzd3
39.0	2.0	Scrn3
40.0	2.0	G0s2
41.0	1.0	Pifo
42.0	0.0	Tmem86a
43.0	0.0	Fsd1
44.0	0.0	Enkd1
45.0	1.0	Trpv4
46.0	0.0	Klra17
47.0	1.0	Elmo3
48.0	0.0	Acsf3
49.0	2.0	Casd1
50.0	1.0	C4a
51.0	1.0	Egfl8
52.0	0.0	Notch4
53.0	0.0	Serac1
54.0	0.0	Bola1
55.0	1.0	Lbp
56.0	0.0	Dyrk3
57.0	0.0	Etaa1
58.0	1.0	Cd40
59.0	0.0	Ada
60.0	2.0	Dhx58
61.0	0.0	Sgk2
62.0	0.0	Gpx3
63.0	0.0	Mrm1
64.0	2.0	Ypel2
65.0	0.0	Appbp2
66.0	0.0	Dusp14
67.0	3.0	Chtf18
68.0	0.0	Rmnd1
69.0	0.0	Hint3
70.0	0.0	Perp
71.0	0.0	Cabcoco1
72.0	2.0	Cfap54
73.0	0.0	Igf1
74.0	2.0	Fam241b
75.0	0.0	Uqcr11
76.0	0.0	Cobl
77.0	1.0	Grb10
78.0	0.0	Phlda1
79.0	0.0	Lyrm7
80.0	2.0	Mgat1
81.0	1.0	Cnot6
82.0	0.0	Ltc4s
83.0	1.0	Itk
84.0	0.0	Upp1
85.0	3.0	Pgam2
86.0	0.0	Tubd1
87.0	2.0	Myo19
88.0	0.0	Pecam1
89.0	1.0	Acox1
90.0	0.0	Llgl2
91.0	0.0	Tekt1
92.0	0.0	Dhrs13
93.0	0.0	Scrn2
94.0	0.0	Lrrc46
95.0	0.0	Tmem107
96.0	0.0	Cfap52
97.0	0.0	Tmem101
98.0	0.0	Dnaaf2
99.0	0.0	Spata7
100.0	1.0	Atl1
101.0	0.0	Serpina3n
102.0	0.0	Plek2
103.0	0.0	Smoc1
104.0	0.0	Net1
105.0	0.0	Numb
106.0	0.0	Irf4
107.0	0.0	Nol8
108.0	1.0	2210016F16Rik
109.0	0.0	Cep72
110.0	1.0	Elovl7
111.0	1.0	Comtd1
112.0	0.0	Nid2
113.0	0.0	Vcl
114.0	0.0	Bmp4
115.0	0.0	Ppif
116.0	1.0	Rnase6
117.0	1.0	Galnt15
118.0	0.0	Dcp1a
119.0	0.0	Atp8a2
120.0	1.0	Ccdc25
121.0	0.0	Ajuba
122.0	0.0	Pdzd2
123.0	1.0	Zfpm2
124.0	0.0	Khdrbs3
125.0	0.0	Cby1
126.0	0.0	Ppp1r1a
127.0	0.0	Gpt
128.0	0.0	Arc
129.0	2.0	Ntan1
130.0	0.0	Rrn3
131.0	0.0	Spag6
132.0	0.0	Maats1
133.0	1.0	Ece2
134.0	3.0	Adamts1
135.0	1.0	Setd4
136.0	0.0	Sncg
137.0	0.0	Gm853
138.0	0.0	Frs3
139.0	1.0	1700010I14Rik
140.0	1.0	Mmp25
141.0	0.0	Satb1
142.0	0.0	Rsph9
143.0	1.0	Bysl
144.0	1.0	Pdzph1
145.0	1.0	Nudt12
146.0	0.0	Ccny
147.0	0.0	Kifc5b
148.0	0.0	Epb41l4a
149.0	0.0	Dcp2
150.0	0.0	Pggt1b
151.0	0.0	Jakmip2
152.0	0.0	Cidea
153.0	0.0	Srfbp1
154.0	1.0	Psmg2
155.0	0.0	Grpel2
156.0	0.0	Fads3
157.0	0.0	Mrpl16
158.0	0.0	Trpm6
159.0	0.0	Pold4
160.0	0.0	Pip5k1b
161.0	0.0	Peli3
162.0	0.0	Lrp5
163.0	0.0	AI846148
164.0	1.0	Dntt
165.0	0.0	Cenpx
166.0	1.0	Scd3
167.0	0.0	Fbxl15
168.0	0.0	Acot9
169.0	3.0	Cdk2
170.0	0.0	Pde6g
171.0	0.0	Katnal2
172.0	1.0	Pstpip2
173.0	1.0	Gaa
174.0	1.0	Nmb
175.0	0.0	Mettl26
176.0	1.0	Ccr1
177.0	1.0	Dhtkd1
178.0	1.0	Uimc1
179.0	0.0	Smad7
180.0	1.0	Mybl1
181.0	0.0	Fastkd2
182.0	1.0	Icos
183.0	0.0	Stradb
184.0	1.0	Nif3l1
185.0	0.0	Il1r1
186.0	0.0	Il1r2
187.0	0.0	Mitd1
188.0	2.0	Gpr35
189.0	0.0	Epb41l5
190.0	0.0	Cfap45
191.0	0.0	Cfap126
192.0	0.0	Meig1
