OTU	9s	15s	1s	8s	12s	2s	6s	10s	5s	13s	7s	11s	3s	14s	4s
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	0.0183752560305321	0.011606487896324073	0.005052968375051213	0.053211250472605325	0.00010259567046270646	0.044138561040170464	0.02467326574386166	0.004540568590385114	0.08999518005921639	0.0006509923849030324	0.06545746388443018	0.08422826872140624	0.001622684805769546	0.17060468367703602	0.2608441680798945
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	0.005334276409825678	0.003928600537941153	0.027469418811089216	0.016109677313300347	0.0028897780513662324	0.07056475701568189	0.010178388244228028	0.0068757181511546	0.011361288989878123	0.017168031732093924	0.016163723916532906	0.0036921101211975283	0.003458449434518932	0.0012058720727018525	0.00047107593744111546
k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	0.0171816748449081	0.02805444616513162	0.17486392102542098	0.08242236943764088	0.21558770219896736	0.14163542554941946	0.021102836359760714	0.25128803884502776	0.027404806169524218	0.06487214812347664	0.06351524879614766	0.08674853519544097	0.3988854286182592	0.0036875218455085647	0.13369135104578855
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	0.00191562412507552	0.0037655880674871633	0.02245546949684921	0.016619269146680254	0.023614103484832942	0.006593918274466215	0.0067012163440401794	0.016902034916045815	0.005508503752668182	0.01806125384161204	0.00947030497592295	0.017625812665542983	0.0001475168005245042	0.00015728766165676338	0.16140945920482375
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	0.3798829995726685	0.12286249898117205	5.852859121680942e-05	0.004915095425180412	5.1297835231353244e-05	8.465995713748299e-05	0.2313451725929578	0.003576856073242151	0.409777594160986	0.2686176252403373	0.04247191011235955	0.002905530138855446	0.007064415669562366	0.00505068157986718	0.00011305822498586772
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	0.0008693986413804282	0.004580650419757111	0.0	0.0006739762957605248	0.001333743716015184	0.003204106281017804	0.0026245320472682216	0.009933652099781313	0.00031673896577842045	0.0026948056863427853	0.004959871589085073	0.00717553575728389	4.917226684150139e-05	3.4952813701502974e-05	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7	0.0	0.0032276469149889967	0.0	0.002761658967994345	1.709927841045108e-05	0.0041114698538864715	0.0014654747472056062	0.00012973053115386042	2.7542518763340914e-05	0.0	0.0006741573033707865	0.0	0.00037698737911817735	1.7476406850751487e-05	0.00020727341247409083
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae]	0.0	0.00035862743499877743	0.0	0.00016438446238061581	0.006856810642590883	6.827415898184112e-07	1.3322497701869149e-05	7.413173208792023e-05	0.00024788266887006816	0.0	0.0005136436597110754	0.0	3.2781511227667604e-05	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae]	0.00016209127212177474	0.000554242399543565	0.0005072477905456815	0.0004931533871418473	0.0	0.0031631417856286988	0.0006661248850934572	0.0027058082212090885	0.00012394133443503408	0.0009689188984603273	0.00245585874799358	0.00014447387430772938	0.002786428454351746	3.4952813701502974e-05	0.0018089315997738835
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae]	0.04497296022869604	0.01317140761268237	0.0	0.0004602764946657242	1.709927841045108e-05	4.0964495389104674e-06	0.0031307869599392496	0.0004077245264835613	0.0009364456379535908	0.003784839447110653	0.0021990369181380423	0.0001284212216068705	0.0001966890673660056	0.0001922404753582664	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__p-2534-18B5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae	0.0	0.0	0.0	0.0	0.0	2.730966359273645e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae]	0.0	0.0	0.0	0.0	0.0	1.3654831796368224e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.6390755613833802e-05	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae	0.0	0.0	0.0	0.0	0.0	6.827415898184112e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.884303749764462e-05
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__JG30-KF-CM45;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__MLE1-12;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7476406850751487e-05	0.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Stramenopiles;f__	0.0	0.0	0.0	0.0	0.0	6.827415898184112e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__	0.0	0.0	0.0	0.0	0.0	0.00032020580562483486	1.3322497701869149e-05	0.0	1.3771259381670453e-05	1.5139357788442615e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__FBP;c__;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	0.0	0.0	0.0	3.2876892476123164e-05	0.0	6.827415898184113e-06	1.3322497701869149e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0001223348479552604	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae	1.4735570192888614e-05	3.2602494090797936e-05	0.0	1.6438446238061582e-05	6.839711364180432e-05	3.413707949092057e-05	1.3322497701869149e-05	0.0	1.3771259381670453e-05	3.027871557688523e-05	1.605136436597111e-05	0.0	0.0	1.7476406850751487e-05	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Sporolactobacillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae	0.0001326201317359975	0.00024451870568098456	0.0002146048344616345	0.00036164581723735473	0.0003248862897985705	0.0002396422980262624	0.00023980495863364462	0.00022239519626376068	0.0002891964470150795	0.0002270903668266392	0.00016051364365971105	9.63159162051529e-05	0.00018029831175217173	0.0004369101712687871	0.0001695873374788016
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Thermicanaceae]	0.0	0.0	0.0	0.0	0.0	6.827415898184112e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3771259381670453e-05	0.0	1.605136436597111e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae	0.00017682684231466338	3.2602494090797936e-05	0.00037068107770645963	6.575378495224631e-05	0.00022229061933586402	0.00012289348616731404	9.325748391308402e-05	0.0	5.5085037526681814e-05	4.5418073365327835e-05	4.815409309791333e-05	6.421061080343527e-05	0.0002294705785936732	0.0001223348479552604	7.537214999057848e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__	0.0	0.0	1.9509530405603142e-05	0.0	0.0	6.827415898184112e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4952813701502974e-05	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae	0.0	0.0	0.0	0.0	0.0	4.779191128728879e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae	2.9471140385777228e-05	0.00021191621159018665	0.00013656671283922194	0.0	0.00013679422728360863	0.0002478351971040833	1.3322497701869149e-05	0.0	4.131377814501136e-05	6.055743115377046e-05	0.0	1.6052652700858813e-05	0.00027864284543517457	0.0013631597343586154	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	4.420671057866584e-05	0.00016301247045398973	9.754765202801569e-05	0.00011506912366643102	0.00013679422728360863	0.00013313461001459022	0.00014654747472056062	7.413173208792023e-05	0.00012394133443503408	6.055743115377046e-05	0.00022471910112359551	0.0002086844851111646	9.83445336830028e-05	0.0025340789933589658	7.537214999057848e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	0.0006631006586799876	0.008688564675197652	0.0015997814932594574	0.05086055266056252	0.0	0.0008841503588148432	0.0007727048667084106	0.0007042514548352423	0.0005095365971218066	9.083614673065567e-05	0.001027287319422151	0.000353158359418894	0.00040976889034584487	0.0030408947920307584	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae	1.4735570192888614e-05	0.0	0.0	0.0	0.0003077870113881194	5.6667551954928125e-05	1.3322497701869149e-05	0.0	1.3771259381670453e-05	0.0	0.0	1.6052652700858813e-05	3.2781511227667604e-05	0.0001223348479552604	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	0.0042733153559376975	0.07226342815225363	0.04319410031800533	0.008153469334078544	0.003094969392291645	0.004887064299920185	0.001891794673665419	0.004484969791319174	0.008455553260345658	0.001029476329614098	0.006179775280898877	0.06682719319367524	0.0048352729060809705	0.0068507514854945824	0.0010552100998680988
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae	0.0	0.0	0.0	6.575378495224631e-05	0.0	2.799240518255486e-05	0.0	0.0	1.3771259381670453e-05	0.0	0.0	0.0	0.0	0.0	1.884303749764462e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__;f__	0.0	0.0	0.0	3.2876892476123164e-05	0.0	0.0	0.0	0.0	0.0	0.0	9.630818619582663e-05	0.0	0.0	6.990562740300595e-05	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__	0.06076949147547257	0.10116553916374596	0.23157812591450944	0.045666003649335034	0.08558188844430778	0.06384043509756049	0.08093417353885522	0.0765410133807777	0.046147490187977744	0.10776194873813473	0.15041733547351518	0.11705594349466247	0.05194230454023927	0.029255505068157942	0.04614659883173161
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae	0.00017682684231466338	0.0006683511288613579	0.0	0.0005260302796179705	0.0	0.0008377239307071905	0.0012389922862738308	0.0002779939953297009	1.3771259381670453e-05	4.5418073365327835e-05	6.420545746388444e-05	0.00017657917970944698	0.0007867562694640223	5.242922055225446e-05	0.00028264556246466934
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae	0.010624346109072686	0.006683511288613579	0.002146048344616345	0.18882843193661328	0.009473000239389896	0.05329822220917427	0.013082692743235494	0.008858741984506471	0.009116573710665843	0.01141507577248573	0.013964686998394857	0.005570270487198011	0.003458449434518932	0.027420482348829062	0.0025249670246843773
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae	0.0	4.890374113619692e-05	0.0	3.2876892476123164e-05	0.0	0.0	0.00011990247931682231	0.0	0.0	0.0	0.0	6.421061080343527e-05	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__EtOH8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae	1.4735570192888614e-05	3.2602494090797936e-05	5.852859121680941e-05	4.931533871418474e-05	0.0	0.00018570571243060787	1.3322497701869149e-05	1.8532933021980055e-05	0.0	0.0	0.0	3.2105305401717626e-05	3.2781511227667604e-05	0.0	0.0055963821368004525
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	0.22302285486936904	0.31958594832504683	0.28271260510759505	0.19236269787779645	0.3716699155295633	0.13925402288413352	0.23005289031587675	0.32655027984728663	0.18617365558080265	0.3174269147502771	0.2133707865168536	0.3871418251866128	0.3965415505654808	0.5226668996854246	0.21562087808554695
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae	0.0	0.00016301247045398973	0.0	0.00024657669357092365	0.0	2.0482247694552337e-06	0.00011990247931682231	0.0004818562585714815	0.0	0.00025736908240352446	1.605136436597111e-05	4.815795810257645e-05	0.0	1.7476406850751487e-05	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae	0.00041259596540088123	0.0002771211997717825	7.803812162241255e-05	0.032959084707313464	1.709927841045108e-05	0.003344751048520396	0.0004396424241616818	0.000667185588791282	0.002162087722922261	1.5139357788442615e-05	0.0006741573033707865	0.0070952724937795985	0.00016390755613833797	0.017616218105557496	0.004918032786885246
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	0.08801556076212383	0.2322112641617085	0.03937023235850708	0.20536550885210314	0.2526589377928255	0.033033086340184266	0.2712726982054601	0.18940657548463646	0.06511051435653796	0.12744311386311016	0.15245585874799344	0.17516654627177072	0.08847729880347492	0.030706046836770324	0.10729225551158836
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Syntrophomonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae	0.09290777006616273	0.014899339799494659	0.01233002321634118	0.005079479887561028	0.004001231148045553	0.12843939610140906	0.023714045909327075	0.01271359205307832	0.06130964676719688	0.011717862928254585	0.09075441412520062	0.00802632635042941	0.0014423864940173742	0.10936735407200274	0.03453928773318258
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Acidaminobacteraceae]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae]	0.00014735570192888614	0.0008313635993153477	0.00021460483446163447	0.0003452073709992931	1.709927841045108e-05	0.0003830180318881287	0.001172379797764485	0.00042625745950554135	2.7542518763340914e-05	0.000393623302499508	0.00012841091492776885	8.026326350429408e-05	0.00013112604491067042	3.4952813701502974e-05	3.768607499528924e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae]	2.9471140385777228e-05	3.2602494090797936e-05	7.803812162241255e-05	0.0013808294839971725	3.419855682090216e-05	0.00027241389433754607	2.664499540373829e-05	3.706586604396012e-05	8.262755629002272e-05	1.5139357788442615e-05	6.420545746388444e-05	0.000882895898547235	0.0	3.4952813701502974e-05	1.884303749764462e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__SHA-98;f__	0.0	9.780748227239383e-05	0.0	0.0	0.0	0.0	5.3289990807476596e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Caldicellulosiruptoraceae	0.0	0.0	0.0	0.0	0.0	6.827415898184112e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae	0.03974183281022059	0.04052490015486186	0.05612891897692023	0.07242779412489933	0.015816832529667247	0.07505856215986667	0.05253060843847005	0.0647911338448423	0.06381601597466086	0.009704328342391716	0.11370786516853933	0.021655028493458545	0.03165054909031306	0.05297098916462774	0.01635575654795553
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae	8.841342115733169e-05	1.6301247045398968e-05	0.003531225003414168	0.0	0.0	4.2329978568741495e-05	5.3289990807476596e-05	1.8532933021980055e-05	2.7542518763340914e-05	0.0	3.2102728731942213e-05	0.00024078979051288222	1.6390755613833802e-05	8.738203425375743e-05	3.768607499528924e-05
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae	0.0	1.6301247045398968e-05	1.9509530405603142e-05	0.000657537849522463	1.709927841045108e-05	1.4337573386186636e-05	0.0	1.8532933021980055e-05	1.3771259381670453e-05	0.0	4.815409309791332e-05	4.815795810257645e-05	0.0	3.4952813701502974e-05	1.884303749764462e-05
k__Bacteria;p__GN02;c__BD1-5;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Victivallales;f__Victivallaceae	0.0	4.890374113619692e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009689188984603273	4.815409309791333e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__	1.4735570192888614e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0006671855887912823	1.3771259381670453e-05	0.0006358530271145898	1.605136436597111e-05	3.2105305401717626e-05	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aurantimonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
