Gene.name	log2FoldChange	302	303	305	306	308	310	314	316
Cttnbp2	9.419108068	0.0	0.4388517134	0.0	1.094244126	703.9027283	87.03205539	53.11188635	401.4680247
Haao	9.574235112	0.5159664341	0.0	0.0	0.0	0.0	0.0	442.5990529	184.6134591
Tubgcp3	6.999953516000001	2.063865737	0.4388517134	1.6555662930000001	1.641366189	254.04763230000003	382.94104369999997	35.40792423	54.32405615
Kcnn3	8.271835241	0.0	0.0	0.0	0.547122063	136.8978678	112.68360859999999	0.0	0.0
Dlg3	7.184390111	0.5159664341	0.4388517134	3.3111325860000003	1.094244126	586.0835365	102.83524440000001	17.70396212	1.7666359719999998
Gm38393	23.31023364	0.0	0.0	0.0	0.0	0.0	31.60637801	0.0	328.5942908
Kctd10	7.490503122000001	0.0	0.8777034269	0.0	2.188488252	284.8412847	160.3222073	141.6316969	0.8833179861
Ocrl	6.65643868	54.17647558	3.0719619939999996	3.3111325860000003	5.47122063	1909.5411629999999	763.3627384	460.303015	3558.446507
Ramp2	8.636942413	0.0	0.0	0.0	0.0	160.99724790000002	33.89669526	0.0	0.0
Hars	6.0550596720000005	0.0	19.30947539	3.3111325860000003	1.094244126	0.3347136131	105.1255616	123.9277348	1355.893109
Mrpl10	7.7117342110000004	0.5159664341	0.4388517134	3.3111325860000003	1.641366189	569.6825695	30.23218766	460.303015	82.14857271
Tubb6	6.9808946370000005	0.0	0.0	0.0	3.282732378	185.4313417	225.59624879999998	17.70396212	1.324976979
Def8	-13.0921845	509.77483689999997	12.28784798	5667.003421	2.188488252	0.0	0.0	0.0	0.0
Hoxc8	8.869572278	0.0	0.0	0.0	1.094244126	129.1994547	0.0	53.11188635	459.3253528
Nacc1	7.597651518999999	2.579832171	0.4388517134	0.0	0.0	70.95928598	67.56435879	495.7109393	1.324976979
Tmem161a	7.795433756	0.5159664341	0.8777034269	0.0	0.547122063	6.359558648999999	272.5477524	88.51981059	130.7310619
Tchp	7.423845858	0.0	0.4388517134	1.6555662930000001	1.094244126	407.0117535	62.29662912	17.70396212	0.8833179861
Scin	10.72614947	0.0	0.0	1.6555662930000001	0.0	0.3347136131	341.0282381	35.40792423	1002.565914
Ikzf4	7.769577484	0.0	0.0	0.0	3.829854441	631.6045879	163.7576832	70.81584847	0.4416589931
Jag2	9.183568555	0.0	0.0	0.0	0.547122063	419.73087080000005	0.2290317247	53.11188635	0.0
Relb	8.074627074	0.0	1.31655514	1.6555662930000001	3.282732378	1133.675008	451.8795928	88.51981059	0.4416589931
Cnot11	8.834121605	0.5159664341	0.8777034269	0.0	0.547122063	376.88752830000004	251.01877030000003	389.4871666	15.45806476
Keap1	8.310238464	3.611765039	1.31655514	1.6555662930000001	0.547122063	0.0	242.54459649999998	725.8624467999999	1302.8940300000002
Prodh	8.399265327	0.0	9.654737696	1.6555662930000001	3.282732378	1546.376892	645.8694637	1646.468477	1182.321124
Homer3	-6.851952561	94.93782388	71.97168101	1.6555662930000001	135.6862716	0.0	1.145158624	0.0	0.0
Crtc1	8.07226004	0.5159664341	0.4388517134	0.0	0.0	0.6694272262	303.4670352	35.40792423	0.0
Sec14l2	5.827691304	21.1546238	0.0	1.6555662930000001	1.641366189	456.5493683	59.09018497	495.7109393	393.5181628
Coq8b	8.476190953	0.5159664341	0.0	0.0	0.0	22.09109846	0.0	17.70396212	248.65401310000001
Il12b	10.10694627	0.0	0.0	0.0	0.547122063	740.0517985	121.8448775	35.40792423	0.0
Clcn5	7.530917174	0.0	0.4388517134	1.6555662930000001	0.0	0.6694272262	0.0	123.9277348	137.3559468
Pde1c	8.387855871000001	4.643697907	0.4388517134	0.0	0.0	201.83230869999997	1.145158624	35.40792423	1531.2317289999999
Mettl17	9.81958534	0.5159664341	0.0	0.0	0.547122063	0.0	189.1802046	106.2237727	923.0672955
Aqp1	7.693472438	0.0	0.4388517134	0.0	1.641366189	1.004140839	49.92891599	442.5990529	0.8833179861
Slc2a9	7.792387812	0.0	2.194258567	1.6555662930000001	0.0	48.5334739	72.60305673	442.5990529	263.2287599
Dnah2	9.595498324	0.0	0.0	0.0	0.547122063	0.0	33.89669526	53.11188635	542.3572435
Prlr	-6.562003081	342.60171230000003	897.8906057	18.21122922	4.376976504	0.0	0.0	0.0	10.15815684
Msh6	9.422189027	0.0	0.0	0.0	0.547122063	0.3347136131	193.0737439	371.7832045	0.0
Insr	-4.780628493	380.7832284	589.8167029	10466.4901	1772.675484	128.1953138	92.07075333	265.55943179999997	2.208294965
Kit	8.211484758	2.063865737	0.0	0.0	0.0	0.0	569.3728676	106.2237727	10.59981583
Tomm40l	8.519171679	0.0	0.0	0.0	0.547122063	229.6135386	32.75153663	35.40792423	0.0
Sh2d1a	8.551401103	0.0	0.0	0.0	0.0	0.3347136131	106.499752	70.81584847	9.716497847000001
Rfx5	10.97364224	0.0	0.0	0.0	0.0	0.3347136131	104.66749820000001	88.51981059	799.8444364
Kctd20	-8.374819357	499.45550819999994	800.4655253	978.4396792000001	0.547122063	0.0	1.6032220730000002	17.70396212	0.4416589931
Ctns	-5.418022607999999	66.04370357	190.4616436	6407.041554	1438.931026	1.004140839	25.88058489	17.70396212	141.7725368
Zbtb17	7.127989603	0.0	0.4388517134	0.0	1.094244126	108.7819243	53.59342358	17.70396212	71.54875688
Zdhhc24	7.976629278	0.0	0.8777034269	0.0	0.547122063	375.2139603	58.17405807	0.0	0.4416589931
Hfe	6.946163966	0.0	1.31655514	3.3111325860000003	1.094244126	488.0124478999999	139.48032030000002	35.40792423	0.0
Abhd1	-8.757907058999999	0.0	85.57608412	0.0	225.96141200000002	0.0	0.0	0.0	0.0
Slc5a6	5.435581343	0.5159664341	1.31655514	4.966698879	2.735610315	0.3347136131	256.0574682	141.6316969	2.208294965
Mrpl49	-6.760119032	305.452129	304.5630891	3.3111325860000003	1.094244126	0.0	0.0	17.70396212	1.324976979
Prrg2	-8.498060154	96.48572318	386.1895078	0.0	0.0	0.3347136131	0.0	0.0	0.0
Prpf31	8.268863347	0.0	0.0	0.0	2.735610315	437.47069230000005	268.88324480000006	194.7435833	2.649953958
Ubqln4	8.45568318	0.0	0.4388517134	0.0	1.094244126	0.0	166.2770321	478.0069772	2.208294965
Tmem184b	5.280634223	15.99495946	1.31655514	0.0	3.282732378	575.7074144999999	126.1964803	106.2237727	1.7666359719999998
Elk1	7.331894712	0.0	0.8777034269	0.0	1.641366189	404.3340446	0.2290317247	35.40792423	0.4416589931
Fpgs	5.832783554	0.0	11.41014455	0.0	0.547122063	21.75638485	125.05132169999999	371.7832045	188.14673100000002
G0s2	10.751952000000001	0.0	0.0	0.0	0.0	146.9392761	177.9576501	17.70396212	507.02452400000004
Tmem86a	-9.621103182	896.7496625	2.633110281	8.277831465	628.0961283	0.3347136131	0.0	0.0	0.4416589931
Mettl16	7.804297984	0.0	0.8777034269	3.3111325860000003	0.547122063	0.0	319.7282877	655.0465982999999	2.208294965
Fsd1	10.62992351	0.0	0.0	0.0	0.0	0.0	54.7385822	106.2237727	622.2975212
Pigl	8.792919616	0.0	0.0	0.0	0.0	0.0	56.570836	17.70396212	143.5391727
Tmem87b	7.833900687000001	0.5159664341	1.31655514	1.6555662930000001	2.188488252	606.8357804999999	138.3351617	123.9277348	404.1179786
Klra17	8.795591341	0.0	0.0	0.0	0.0	0.0	141.7706376	0.0	75.96534681
Mrps25	7.855893968999999	0.0	0.8777034269	0.0	0.547122063	0.0	122.5319727	53.11188635	225.24608650000002
4931428F04Rik	8.982018597	0.0	0.0	0.0	0.547122063	358.4782796	0.0	53.11188635	0.0
Clic3	8.402247942999999	0.0	0.4388517134	0.0	0.0	138.5714358	116.5771479	17.70396212	0.4416589931
Magi1	9.616980816	0.0	0.8777034269	0.0	0.0	0.0	0.0	70.81584847	704.4460938999999
Egfl8	8.591022804	0.0	0.0	0.0	0.547122063	233.6301019	60.92243877	17.70396212	0.0
Cacfd1	10.10756396	0.0	0.0	0.0	0.547122063	0.0	0.0	88.51981059	567.0901471
Zfp318	7.563912872	0.0	0.0	3.3111325860000003	1.094244126	552.2774616	35.2708856	141.6316969	2.649953958
Srf	11.43670587	0.0	0.0	0.0	0.0	219.23741659999996	81.07723054	1079.941689	0.8833179861
Lama5	8.877388859	0.0	1.31655514	6.6222651720000005	2.188488252	371.19739689999994	0.0	4231.246946	1.7666359719999998
Setdb1	6.196262465	0.5159664341	4.827368848	3.3111325860000003	2.188488252	164.0096704	0.6870951741	637.3426362	0.4416589931
Bola1	-9.549169023	178.0084198	147.4541757	3450.2001549999995	402.13471630000004	0.6694272262	0.0	17.70396212	0.8833179861
Skiv2l2	6.280710612999999	4.643697907	1.31655514	6.6222651720000005	2.735610315	4.016563357	174.7512059	123.9277348	860.7933775
